location_name,description,itype_name,checkout_total_x
Architecture Library,นิสิตสถาปัตย์,Book,54.0
Architecture Library,นิสิตสถาปัตย์,E Book,161.0
Architecture Library (3rd Floor),นิสิต,E Book,759.0
Architecture Library (3rd Floor),นิสิตนิเทศ,E Book,1574.0
Architecture Library (3rd Floor),นิสิตพาณิช-บัญชี,E Book,800.0
Architecture Library (3rd Floor),นิสิตวิทยาศาสตร์,E Book,777.0
Architecture Library (3rd Floor),นิสิตศิลปกรรม,E Book,831.0
Architecture Library (3rd Floor),นิสิตสถาปัตย์,Book,3059.0
Architecture Library (3rd Floor),นิสิตสถาปัตย์,E Book,470930.0
Architecture Library (3rd Floor),นิสิตอักษร,E Book,448.0
Architecture Library (4th Floor),นิสิต,E Book,1166.0
Architecture Library (4th Floor),นิสิตครุ,E Book,24.0
Architecture Library (4th Floor),นิสิตพาณิช-บัญชี,E Book,42.0
Architecture Library (4th Floor),นิสิตรัฐศาสตร์,E Book,48.0
Architecture Library (4th Floor),นิสิตวิทย์-กีฬา,E Book,15.0
Architecture Library (4th Floor),นิสิตวิศวะ,E Book,2355.0
Architecture Library (4th Floor),นิสิตสถาปัตย์,Book,230.0
Architecture Library (4th Floor),นิสิตสถาปัตย์,E Book,153985.0
Architecture Library (4th Floor),นิสิตอักษร,E Book,34.0
Architecture Library (4th Floor),นิสิตเภสัชฯ,E Book,28.0
Architecture Library (4th Floor),นิสิตแพทย์,Book,11.0
Architecture Library (Quiet Zone),นิสิต,Book,8814.0
Architecture Library (Quiet Zone),นิสิตนิติศาสตร์,Book,271.0
Architecture Library (Quiet Zone),นิสิตพาณิช-บัญชี,Book,590.0
Architecture Library (Quiet Zone),นิสิตรัฐศาสตร์,Book,11.0
Architecture Library (Quiet Zone),นิสิตวิทยาศาสตร์,Book,665.0
Architecture Library (Quiet Zone),นิสิตศิลปกรรม,Book,2159.0
Architecture Library (Quiet Zone),นิสิตสถาปัตย์,Book,223893.0
Architecture Library (Quiet Zone),นิสิตสถาปัตย์,E Book,3699.0
Architecture Library (Quiet Zone),นิสิตสหเวชศาสตร์,Book,1816.0
Architecture Library (Quiet Zone),นิสิตอักษร,Book,1332.0
Architecture Library (Quiet Zone),นิสิตอักษร,Thesis,18.0
Architecture Library (Quiet Zone),นิสิตเภสัชฯ,Book,216.0
Architecture Library : Reserve Collection,นิสิตสถาปัตย์,E Reserve 1,72.0
Arts Library,นิสิต,Book,1367.0
Arts Library,นิสิตครุ,Book,97711.0
Arts Library,นิสิตครุ,E Book,5457.0
Arts Library,นิสิตครุ,Special Collection,762.0
Arts Library,นิสิตจิตวิทยา,Book,2251.0
Arts Library,นิสิตจิตวิทยา,E Book,391.0
Arts Library,นิสิตตรี สำนักวิชาทรัพยากรการเกษตร,Book,182.0
Arts Library,นิสิตทันตแพทย์,Book,7329.0
Arts Library,นิสิตนิติศาสตร์,Book,20.0
Arts Library,นิสิตนิติศาสตร์,E Book,610.0
Arts Library,นิสิตนิเทศ,Book,5314.0
Arts Library,นิสิตนิเทศ,E Book,2305.0
Arts Library,นิสิตพาณิช-บัญชี,Book,1434.0
Arts Library,นิสิตพาณิช-บัญชี,E Book,452.0
Arts Library,นิสิตรัฐศาสตร์,Book,15377.0
Arts Library,นิสิตรัฐศาสตร์,E Book,13325.0
Arts Library,นิสิตวิทยาศาสตร์,Book,2184.0
Arts Library,นิสิตวิทยาศาสตร์,E Book,2268.0
Arts Library,นิสิตวิทย์-กีฬา,Book,360.0
Arts Library,นิสิตวิทย์-กีฬา,E Book,432.0
Arts Library,นิสิตวิศวะ,Book,14339.0
Arts Library,นิสิตวิศวะ,E Book,967.0
Arts Library,นิสิตศิลปกรรม,Book,5458.0
Arts Library,นิสิตศิลปกรรม,E Book,72.0
Arts Library,นิสิตศิลปกรรม,Reserve 3,72.0
Arts Library,นิสิตสถาปัตย์,Book,6721.0
Arts Library,นิสิตสถาปัตย์,E Book,1786.0
Arts Library,นิสิตสหเวชศาสตร์,E Book,920.0
Arts Library,นิสิตสัตวแพทย์,Book,822.0
Arts Library,นิสิตสัตวแพทย์,E Book,387.0
Arts Library,นิสิตอักษร,Book,336567.0
Arts Library,นิสิตอักษร,E Book,90465.0
Arts Library,นิสิตอักษร,Special Collection,104.0
Arts Library,นิสิตเภสัชฯ,Book,2621.0
Arts Library,นิสิตเภสัชฯ,E Book,28.0
Arts Library,นิสิตเศรษฐศาสตร์,Book,1276.0
Arts Library,นิสิตเศรษฐศาสตร์,E Book,91.0
Arts Library,นิสิตแพทย์,Book,1591.0
Arts Library,นิสิตแพทย์,E Book,470.0
Arts Library : ASEAN Collection,นิสิต,Book,45.0
Arts Library : ASEAN Collection,นิสิตครุ,Book,60.0
Arts Library : ASEAN Collection,นิสิตรัฐศาสตร์,Book,571.0
Arts Library : ASEAN Collection,นิสิตรัฐศาสตร์,E Book,252.0
Arts Library : ASEAN Collection,นิสิตวิทยาศาสตร์,Book,3.0
Arts Library : ASEAN Collection,นิสิตศิลปกรรม,Book,282.0
Arts Library : ASEAN Collection,นิสิตสถาปัตย์,Book,68.0
Arts Library : ASEAN Collection,นิสิตสถาปัตย์,E Book,161.0
Arts Library : ASEAN Collection,นิสิตอักษร,Book,5441.0
Arts Library : ASEAN Collection,นิสิตอักษร,E Book,1457.0
Arts Library : ASEAN Collection,นิสิตเภสัชฯ,Book,1657.0
Arts Library : ASEAN Collection,นิสิตเภสัชฯ,E Book,273.0
Arts Library : ASEAN Collection,นิสิตแพทย์,Book,96.0
Arts Library : Audio-Visual Collection,นิสิตอักษร,Fulltext CD-ROM,2.0
Arts Library : Audio-Visual Collection,นิสิตอักษร,Laser Disc,3.0
Arts Library : Audio-Visual at Mahachakri Sirindhorn Bld.,นิสิตนิเทศ,Fulltext CD-ROM,1.0
Arts Library : Audio-Visual at Mahachakri Sirindhorn Bld.,นิสิตสถาปัตย์,Laser Disc,5.0
Arts Library : Audio-Visual at Mahachakri Sirindhorn Bld.,นิสิตอักษร,Fulltext CD-ROM,801.0
Arts Library : Audio-Visual at Mahachakri Sirindhorn Bld.,นิสิตอักษร,Laser Disc,23.0
Arts Library : Foreign Languages Collection,นิสิตครุ,E Book,2998.0
Arts Library : Foreign Languages Collection,นิสิตนิติศาสตร์,E Book,426.0
Arts Library : Foreign Languages Collection,นิสิตนิเทศ,E Book,1165.0
Arts Library : Foreign Languages Collection,นิสิตรัฐศาสตร์,E Book,1178.0
Arts Library : Foreign Languages Collection,นิสิตสถาปัตย์,E Book,285.0
Arts Library : Foreign Languages Collection,นิสิตอักษร,Book,277.0
Arts Library : Foreign Languages Collection,นิสิตอักษร,E Book,15000.0
Arts Library : Mahachakri Sirindhorn Bld.,นิสิตครุ,Book,28.0
Arts Library : Mahachakri Sirindhorn Bld.,นิสิตนิเทศ,Book,102.0
Arts Library : Mahachakri Sirindhorn Bld.,นิสิตพาณิช-บัญชี,Book,102.0
Arts Library : Mahachakri Sirindhorn Bld.,นิสิตวิทยาศาสตร์,E Book,80.0
Arts Library : Mahachakri Sirindhorn Bld.,นิสิตอักษร,Book,8521.0
Arts Library : Mahachakri Sirindhorn Bld.,นิสิตอักษร,E Book,4564.0
Arts Library : Mahachakri Sirindhorn Bld.,นิสิตอักษร,E Special Collection,118.0
Arts Library : Mahachakri Sirindhorn Bld.,นิสิตอักษร,Reserve 7,55.0
Arts Library : Mahachakri Sirindhorn Bld.,นิสิตอักษร,Special Collection,416.0
Arts Library : Reference Collection,นิสิตอักษร,E Reserve 7,552.0
Arts Library : Reference Collection,นิสิตอักษร,Fulltext CD-ROM,468.0
Arts Library : Reference at Mahachakri Sirindhorn Bld.,นิสิตอักษร,Book,297.0
Arts Library : Reserve Collection,นิสิตครุ,Reserve 7,247.0
Arts Library : Reserve Collection,นิสิตรัฐศาสตร์,E Reserve 7,228.0
Arts Library : Reserve Collection,นิสิตอักษร,E Book,115.0
Arts Library : Reserve Collection,นิสิตอักษร,E Reserve 3,24.0
Arts Library : Reserve Collection,นิสิตอักษร,E Reserve 7,1490.0
Arts Library : Reserve Collection,นิสิตอักษร,Reserve 7,48.0
Arts Library : Reserve at Mahachakri Sirindhorn Bld.,นิสิตครุ,Reserve 3,36.0
Arts Library : Reserve at Mahachakri Sirindhorn Bld.,นิสิตครุ,Reserve 7,390.0
Arts Library : Reserve at Mahachakri Sirindhorn Bld.,นิสิตรัฐศาสตร์,Reserve 7,818.0
Arts Library : Reserve at Mahachakri Sirindhorn Bld.,นิสิตวิทยาศาสตร์,E Reserve 7,39.0
Arts Library : Reserve at Mahachakri Sirindhorn Bld.,นิสิตวิทยาศาสตร์,Reserve 3,39.0
Arts Library : Reserve at Mahachakri Sirindhorn Bld.,นิสิตศิลปกรรม,Reserve 7,244.0
Arts Library : Reserve at Mahachakri Sirindhorn Bld.,นิสิตสถาปัตย์,Reserve 7,251.0
Arts Library : Reserve at Mahachakri Sirindhorn Bld.,นิสิตอักษร,Book,22.0
Arts Library : Reserve at Mahachakri Sirindhorn Bld.,นิสิตอักษร,E Book,98.0
Arts Library : Reserve at Mahachakri Sirindhorn Bld.,นิสิตอักษร,E Reserve 3,73.0
Arts Library : Reserve at Mahachakri Sirindhorn Bld.,นิสิตอักษร,E Reserve 7,4858.0
Arts Library : Reserve at Mahachakri Sirindhorn Bld.,นิสิตอักษร,Pamphlet,5.0
Arts Library : Reserve at Mahachakri Sirindhorn Bld.,นิสิตอักษร,Reserve 3,802.0
Arts Library : Reserve at Mahachakri Sirindhorn Bld.,นิสิตอักษร,Reserve 7,10089.0
Arts Library : Special Collection,นิสิตอักษร,Reserve 7,29.0
Arts Library : Stack,นิสิตครุ,Book,1104.0
Arts Library : Stack,นิสิตครุ,E Book,79.0
Arts Library : Stack,นิสิตนิเทศ,E Book,8.0
Arts Library : Stack,นิสิตพาณิช-บัญชี,E Book,168.0
Arts Library : Stack,นิสิตรัฐศาสตร์,Book,193.0
Arts Library : Stack,นิสิตรัฐศาสตร์,E Book,105.0
Arts Library : Stack,นิสิตวิศวะ,E Book,21.0
Arts Library : Stack,นิสิตสถาปัตย์,Book,19.0
Arts Library : Stack,นิสิตสถาปัตย์,E Book,277.0
Arts Library : Stack,นิสิตสหเวชศาสตร์,Book,27.0
Arts Library : Stack,นิสิตอักษร,Book,1647.0
Arts Library : Stack,นิสิตอักษร,E Book,1152.0
Arts Library : Thesis,นิสิตรัฐศาสตร์,Thesis,112.0
Arts Library : Thesis,นิสิตอักษร,Thesis,475.0
Arts Library : Translation Collection,นิสิตอักษร,Book,300.0
CL Circulation,นิสิตครุ,Electronic Equipment,46.0
Central Library,นิสิตครุ,Book,1630.0
Central Library,นิสิตครุ,E Book,266.0
Central Library,นิสิตวิทย์-กีฬา,Book,567.0
Central Library,นิสิตวิศวะ,Board game,3.0
Central Library,นิสิตสถาปัตย์,E Book,136.0
Central Library,นิสิตอักษร,E Book,51.0
Central Library,นิสิตเภสัชฯ,Book,3073.0
Central Library (4th Floor),นิสิต,Book,39216.0
Central Library (4th Floor),นิสิต,E Book,9995.0
Central Library (4th Floor),นิสิตครุ,Book,1207096.0
Central Library (4th Floor),นิสิตครุ,E Book,58144.0
Central Library (4th Floor),นิสิตจิตวิทยา,Book,62429.0
Central Library (4th Floor),นิสิตจิตวิทยา,E Book,15159.0
Central Library (4th Floor),นิสิตตรี สำนักวิชาทรัพยากรการเกษตร,Book,24543.0
Central Library (4th Floor),นิสิตตรี สำนักวิชาทรัพยากรการเกษตร,E Book,1849.0
Central Library (4th Floor),นิสิตทันตแพทย์,Book,20500.0
Central Library (4th Floor),นิสิตทันตแพทย์,E Book,1795.0
Central Library (4th Floor),นิสิตนิติศาสตร์,Book,95621.0
Central Library (4th Floor),นิสิตนิติศาสตร์,E Book,4199.0
Central Library (4th Floor),นิสิตนิเทศ,Book,102652.0
Central Library (4th Floor),นิสิตนิเทศ,E Book,8053.0
Central Library (4th Floor),นิสิตพาณิช-บัญชี,Book,170509.0
Central Library (4th Floor),นิสิตพาณิช-บัญชี,E Book,11043.0
Central Library (4th Floor),นิสิตรัฐศาสตร์,Book,200921.0
Central Library (4th Floor),นิสิตรัฐศาสตร์,E Book,19425.0
Central Library (4th Floor),นิสิตวิทยาศาสตร์,Book,640049.0
Central Library (4th Floor),นิสิตวิทยาศาสตร์,E Book,45148.0
Central Library (4th Floor),นิสิตวิทย์-กีฬา,Book,45805.0
Central Library (4th Floor),นิสิตวิทย์-กีฬา,E Book,4694.0
Central Library (4th Floor),นิสิตวิศวะ,Book,227747.0
Central Library (4th Floor),นิสิตวิศวะ,E Book,19729.0
Central Library (4th Floor),นิสิตศิลปกรรม,Book,42162.0
Central Library (4th Floor),นิสิตศิลปกรรม,E Book,448.0
Central Library (4th Floor),นิสิตสถาปัตย์,Book,77386.0
Central Library (4th Floor),นิสิตสถาปัตย์,E Book,3857.0
Central Library (4th Floor),นิสิตสหเวชศาสตร์,Book,206902.0
Central Library (4th Floor),นิสิตสหเวชศาสตร์,E Book,4109.0
Central Library (4th Floor),นิสิตสัตวแพทย์,Book,100483.0
Central Library (4th Floor),นิสิตสัตวแพทย์,E Book,3913.0
Central Library (4th Floor),นิสิตอักษร,Book,403843.0
Central Library (4th Floor),นิสิตอักษร,E Book,42820.0
Central Library (4th Floor),นิสิตเภสัชฯ,Book,224049.0
Central Library (4th Floor),นิสิตเภสัชฯ,E Book,13037.0
Central Library (4th Floor),นิสิตเศรษฐศาสตร์,Book,52180.0
Central Library (4th Floor),นิสิตเศรษฐศาสตร์,E Book,2379.0
Central Library (4th Floor),นิสิตแพทย์,Book,89655.0
Central Library (4th Floor),นิสิตแพทย์,E Book,4670.0
Central Library (5th Floor),นิสิต,Book,13033.0
Central Library (5th Floor),นิสิต,E Book,919.0
Central Library (5th Floor),นิสิตครุ,Book,1500437.0
Central Library (5th Floor),นิสิตครุ,E Book,50621.0
Central Library (5th Floor),นิสิตจิตวิทยา,Book,35135.0
Central Library (5th Floor),นิสิตจิตวิทยา,E Book,7164.0
Central Library (5th Floor),นิสิตจิตวิทยา,E Reserve 7,51.0
Central Library (5th Floor),นิสิตตรี สำนักวิชาทรัพยากรการเกษตร,Book,9981.0
Central Library (5th Floor),นิสิตตรี สำนักวิชาทรัพยากรการเกษตร,E Book,1620.0
Central Library (5th Floor),นิสิตทันตแพทย์,Book,3386.0
Central Library (5th Floor),นิสิตทันตแพทย์,E Book,120.0
Central Library (5th Floor),นิสิตนิติศาสตร์,Book,183468.0
Central Library (5th Floor),นิสิตนิติศาสตร์,E Book,5067.0
Central Library (5th Floor),นิสิตนิเทศ,Book,62760.0
Central Library (5th Floor),นิสิตนิเทศ,E Book,7285.0
Central Library (5th Floor),นิสิตพาณิช-บัญชี,Book,85959.0
Central Library (5th Floor),นิสิตพาณิช-บัญชี,E Book,5008.0
Central Library (5th Floor),นิสิตพาณิช-บัญชี,Reserve 3,238.0
Central Library (5th Floor),นิสิตรัฐศาสตร์,Book,536760.0
Central Library (5th Floor),นิสิตรัฐศาสตร์,E Book,23515.0
Central Library (5th Floor),นิสิตวิทยาศาสตร์,Book,106538.0
Central Library (5th Floor),นิสิตวิทยาศาสตร์,E Book,7136.0
Central Library (5th Floor),นิสิตวิทย์-กีฬา,Book,13208.0
Central Library (5th Floor),นิสิตวิทย์-กีฬา,E Book,112.0
Central Library (5th Floor),นิสิตวิศวะ,Book,62774.0
Central Library (5th Floor),นิสิตวิศวะ,E Book,4745.0
Central Library (5th Floor),นิสิตศิลปกรรม,Book,106355.0
Central Library (5th Floor),นิสิตศิลปกรรม,E Book,2457.0
Central Library (5th Floor),นิสิตสถาปัตย์,Book,188820.0
Central Library (5th Floor),นิสิตสถาปัตย์,E Book,31197.0
Central Library (5th Floor),นิสิตสถาปัตย์,E Reserve 7,76.0
Central Library (5th Floor),นิสิตสหเวชศาสตร์,Book,31949.0
Central Library (5th Floor),นิสิตสหเวชศาสตร์,E Book,273.0
Central Library (5th Floor),นิสิตสัตวแพทย์,Book,46863.0
Central Library (5th Floor),นิสิตสัตวแพทย์,E Book,501.0
Central Library (5th Floor),นิสิตอักษร,Book,499668.0
Central Library (5th Floor),นิสิตอักษร,E Book,49980.0
Central Library (5th Floor),นิสิตเภสัชฯ,Book,50683.0
Central Library (5th Floor),นิสิตเภสัชฯ,E Book,1688.0
Central Library (5th Floor),นิสิตเศรษฐศาสตร์,Book,136361.0
Central Library (5th Floor),นิสิตเศรษฐศาสตร์,E Book,3019.0
Central Library (5th Floor),นิสิตแพทย์,Book,14120.0
Central Library (5th Floor),นิสิตแพทย์,E Book,1184.0
Central Library : Audio-Visual Collection (3rd Floor),นิสิต,Fulltext CD-ROM,131.0
Central Library : Audio-Visual Collection (3rd Floor),นิสิต,Laser Disc,5118.0
Central Library : Audio-Visual Collection (3rd Floor),นิสิต,Video Disc,76638.0
Central Library : Audio-Visual Collection (3rd Floor),นิสิตครุ,Fulltext CD-ROM,1.0
Central Library : Audio-Visual Collection (3rd Floor),นิสิตครุ,Video Disc,16294.0
Central Library : Audio-Visual Collection (3rd Floor),นิสิตจิตวิทยา,Video Disc,1263.0
Central Library : Audio-Visual Collection (3rd Floor),นิสิตตรี สำนักวิชาทรัพยากรการเกษตร,Video Disc,378.0
Central Library : Audio-Visual Collection (3rd Floor),นิสิตทันตแพทย์,Video Disc,1554.0
Central Library : Audio-Visual Collection (3rd Floor),นิสิตนิติศาสตร์,Laser Disc,1.0
Central Library : Audio-Visual Collection (3rd Floor),นิสิตนิติศาสตร์,Video Disc,901.0
Central Library : Audio-Visual Collection (3rd Floor),นิสิตนิเทศ,Video Disc,593.0
Central Library : Audio-Visual Collection (3rd Floor),นิสิตพาณิช-บัญชี,Video Disc,1835.0
Central Library : Audio-Visual Collection (3rd Floor),นิสิตรัฐศาสตร์,Video Disc,1228.0
Central Library : Audio-Visual Collection (3rd Floor),นิสิตวิทยาศาสตร์,Video Disc,10918.0
Central Library : Audio-Visual Collection (3rd Floor),นิสิตวิทย์-กีฬา,Video Disc,7117.0
Central Library : Audio-Visual Collection (3rd Floor),นิสิตวิศวะ,Video Disc,3108.0
Central Library : Audio-Visual Collection (3rd Floor),นิสิตศิลปกรรม,Video Disc,234.0
Central Library : Audio-Visual Collection (3rd Floor),นิสิตสถาปัตย์,Video Disc,396.0
Central Library : Audio-Visual Collection (3rd Floor),นิสิตสหเวชศาสตร์,Video Disc,1308.0
Central Library : Audio-Visual Collection (3rd Floor),นิสิตสัตวแพทย์,Laser Disc,12.0
Central Library : Audio-Visual Collection (3rd Floor),นิสิตสัตวแพทย์,Video Disc,878.0
Central Library : Audio-Visual Collection (3rd Floor),นิสิตอักษร,Video Disc,3429.0
